tiff_file,entity_id_sat,row_index,col_index,gas_flare_id,cntry_name,cntry_iso,latitude,longitude,flr_volume,avg_temp,ellip,dtc_freq,clr_obs,flr_type
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3604,Thailand,THA,16.953742,100.023572,0.007218783,1818.91,1.6015,50.9091,220,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3595,Iraq,IRQ,31.667292,47.470962,0.007263693,1470.32,1.6015,37.2493,349,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3603,Saudi Arabia,SAU,28.398745,49.305466,0.007225153,1829.75,1.6015,18.6275,306,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3599,Bahrain,BHR,25.985964,50.567352,0.007249839,1806.33,1.79049,31.6527,357,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3594,Egypt,EGY,28.247124,33.253635,0.007266482,1794.8,1.88865,44.5623,377,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3607,United States,USA,31.725739,-102.932378,0.007208099,1918.4,1.58647,32.8671,286,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3590,Uzbekistan,UZB,39.179354,65.30765,0.007279456,1654.03,2.30971,65.0146,343,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3583,Russian Federation,RUS,64.579269,75.543723,0.007296246,1791.34,1.97611,44.0972,288,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3593,United States,USA,31.914066,-103.991817,0.007268096,1900.84,3.17946,31.2281,285,upstream
fire_LC80020532019213LGN00_21_19_patch.tiff,LC80020532019213LGN00,21,19,3587,United States,USA,48.401231,-103.530764,0.007283184,1936.02,1.60597,27.8317,309,upstream
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3641,China,CHN,36.29492,107.842649,0.007084552,1804.96,1.63667,37.4074,270,upstream
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3636,Spain,ESP,36.189169,-5.403456,0.007098201,1848.37,2.05734,47.4432,352,refinery
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3646,Kuwait,KWT,29.062465,48.116565,0.007064651,1755.39,1.6015,45.7447,376,refinery
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3647,United States,USA,31.981815,-101.723741,0.007059044,1797.94,1.20755,17.0139,288,upstream
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3648,United States,USA,32.417266,-101.666821,0.007057841,1803.29,1.6015,16.9492,295,upstream
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3634,United States,USA,31.527474,-101.782994,0.007104659,1941.08,2.00783,25.1678,298,upstream
fire_LC80020532019213LGN00_21_21_patch.tiff,LC80020532019213LGN00,21,21,3639,China,CHN,41.015424,83.304095,0.007085814,1866.84,1.20641,35.6589,258,upstream
fire_LC80020532019213LGN00_22_17_patch.tiff,LC80020532019213LGN00,22,17,3560,Saudi Arabia,SAU,24.312749,49.062661,0.007381135,1801.49,1.6015,41.7614,352,upstream
fire_LC80020532019213LGN00_22_17_patch.tiff,LC80020532019213LGN00,22,17,3551,Venezuela,VEN,9.600211,-63.634784,0.007424695,2096.93,1.6015,31.5789,228,upstream
fire_LC80020532019213LGN00_22_17_patch.tiff,LC80020532019213LGN00,22,17,3558,United States,USA,31.624057,-104.154849,0.007390997,1801.09,1.203,19.788,283,upstream
fire_LC80020532019213LGN00_22_17_patch.tiff,LC80020532019213LGN00,22,17,3556,Russian Federation,RUS,61.234893,70.416523,0.007396252,1703.0,1.6015,6.46259,294,upstream
fire_LC80020532019213LGN00_22_17_patch.tiff,LC80020532019213LGN00,22,17,3559,Indonesia,IDN,-3.006932,104.83291,0.007385127,1836.14,1.6015,27.7778,144,upstream
fire_LC80020532019213LGN00_24_8_patch.tiff,LC80020532019213LGN00,24,8,3534,United States,USA,31.75679,-104.150206,0.007478176,1916.59,1.08586,19.788,283,upstream
fire_LC80020532019213LGN00_27_13_patch.tiff,LC80020532019213LGN00,27,13,3542,United States,USA,31.370403,-103.643127,0.007454517,1862.17,1.7568,17.8571,280,upstream
fire_LC80020532019213LGN00_27_13_patch.tiff,LC80020532019213LGN00,27,13,3543,Venezuela,VEN,8.613857,-63.107011,0.007450613,1840.49,1.84348,34.6154,208,upstream
fire_LC80020532019245LGN00_17_25_patch.tiff,LC80020532019245LGN00,17,25,3661,United States,USA,47.98968,-103.003259,0.007022059,1842.95,2.02251,38.7543,289,upstream
fire_LC80020532019245LGN00_18_23_patch.tiff,LC80020532019245LGN00,18,23,3656,Russian Federation,RUS,64.372525,77.590172,0.007043546,1849.47,2.89597,40.0685,292,upstream
fire_LC80020532019245LGN00_18_23_patch.tiff,LC80020532019245LGN00,18,23,3657,South Africa,ZAF,-26.827603,27.841727,0.007041726,1655.36,1.6015,64.5051,293,refinery
fire_LC80020532019245LGN00_20_21_patch.tiff,LC80020532019245LGN00,20,21,3640,United States,USA,32.71572,-104.444099,0.007085433,1795.6,1.98577,34.2193,301,upstream
fire_LC80020532019245LGN00_20_21_patch.tiff,LC80020532019245LGN00,20,21,3645,Qatar,QAT,26.51098,52.204308,0.007069699,1746.18,1.6015,3.0581,327,upstream
fire_LC80020532019245LGN00_20_21_patch.tiff,LC80020532019245LGN00,20,21,3635,Venezuela,VEN,9.58651,-63.681227,0.007101724,2094.84,1.6015,32.618,233,upstream
fire_LC80020532019245LGN00_20_21_patch.tiff,LC80020532019245LGN00,20,21,3637,Kuwait,KWT,28.949949,47.951799,0.007093064,1801.8,4.01164,37.8667,375,upstream
fire_LC80020532019245LGN00_20_22_patch.tiff,LC80020532019245LGN00,20,22,3650,Bahrain,BHR,26.113166,50.612647,0.007054465,1335.83,0.975104,63.6054,294,refinery
fire_LC80020532019245LGN00_20_22_patch.tiff,LC80020532019245LGN00,20,22,3649,Russian Federation,RUS,67.009042,77.580294,0.0070547,1697.13,1.6015,11.9481,385,upstream
fire_LC80020532019245LGN00_20_22_patch.tiff,LC80020532019245LGN00,20,22,3652,Brazil,BRA,-25.80014,-43.262953,0.007048741,1702.47,1.6015,10.4545,220,upstream
fire_LC80020532019245LGN00_20_24_patch.tiff,LC80020532019245LGN00,20,24,3659,United Kingdom,GBR,61.27568,0.918527,0.007039319,1793.0,2.84084,32.5,160,upstream
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3641,China,CHN,36.29492,107.842649,0.007084552,1804.96,1.63667,37.4074,270,upstream
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3636,Spain,ESP,36.189169,-5.403456,0.007098201,1848.37,2.05734,47.4432,352,refinery
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3646,Kuwait,KWT,29.062465,48.116565,0.007064651,1755.39,1.6015,45.7447,376,refinery
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3647,United States,USA,31.981815,-101.723741,0.007059044,1797.94,1.20755,17.0139,288,upstream
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3648,United States,USA,32.417266,-101.666821,0.007057841,1803.29,1.6015,16.9492,295,upstream
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3634,United States,USA,31.527474,-101.782994,0.007104659,1941.08,2.00783,25.1678,298,upstream
fire_LC80020532019245LGN00_21_21_patch.tiff,LC80020532019245LGN00,21,21,3639,China,CHN,41.015424,83.304095,0.007085814,1866.84,1.20641,35.6589,258,upstream
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3560,Saudi Arabia,SAU,24.312749,49.062661,0.007381135,1801.49,1.6015,41.7614,352,upstream
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3551,Venezuela,VEN,9.600211,-63.634784,0.007424695,2096.93,1.6015,31.5789,228,upstream
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3562,United States,USA,70.490692,-148.700762,0.007378698,1869.78,1.78047,51.4286,280,upstream
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3558,United States,USA,31.624057,-104.154849,0.007390997,1801.09,1.203,19.788,283,upstream
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3556,Russian Federation,RUS,61.234893,70.416523,0.007396252,1703.0,1.6015,6.46259,294,upstream
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3563,Poland,POL,52.586467,19.696765,0.007377994,1745.93,2.03914,35.4839,248,refinery
fire_LC80020532019245LGN00_22_17_patch.tiff,LC80020532019245LGN00,22,17,3559,Indonesia,IDN,-3.006932,104.83291,0.007385127,1836.14,1.6015,27.7778,144,upstream
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3571,United States,USA,32.259374,-101.689451,0.007354189,1974.26,2.00904,28.8136,295,upstream
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3576,Brazil,BRA,-29.865629,-51.163702,0.007335726,1883.81,4.04373,27.9476,229,refinery
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3568,Egypt,EGY,28.969232,33.131143,0.007358826,1804.07,2.07458,50.0,370,upstream
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3573,United States,USA,32.829685,-103.932231,0.007352692,1904.55,1.62365,30.4054,296,upstream
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3577,Russian Federation,RUS,59.189821,75.813783,0.007330119,1930.92,1.54243,34.0741,270,upstream
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3580,Russian Federation,RUS,51.870254,54.719832,0.007319875,1889.12,1.6015,39.0805,261,gpp
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3564,Vietnam,VNM,9.982569,108.29327,0.007374794,1837.91,1.6015,14.8387,155,upstream
fire_LC80020532019245LGN00_22_18_patch.tiff,LC80020532019245LGN00,22,18,3574,Venezuela,VEN,8.322652,-65.057806,0.007344972,1888.15,1.32451,22.293,157,upstream
fire_LC80020532019245LGN00_24_8_patch.tiff,LC80020532019245LGN00,24,8,3534,United States,USA,31.75679,-104.150206,0.007478176,1916.59,1.08586,19.788,283,upstream
fire_LC80020532019245LGN00_27_13_patch.tiff,LC80020532019245LGN00,27,13,3542,United States,USA,31.370403,-103.643127,0.007454517,1862.17,1.7568,17.8571,280,upstream
fire_LC80020532019245LGN00_27_13_patch.tiff,LC80020532019245LGN00,27,13,3543,Venezuela,VEN,8.613857,-63.107011,0.007450613,1840.49,1.84348,34.6154,208,upstream
fire_LC80020532019245LGN00_27_15_patch.tiff,LC80020532019245LGN00,27,15,3547,United States,USA,29.050549,-97.788886,0.00743626,1904.91,2.38783,29.3878,245,upstream
fire_LC80030532019076LGN00_13_27_patch.tiff,LC80030532019076LGN00,13,27,3529,Russian Federation,RUS,60.39628,64.642631,0.007486717,1709.4,1.6015,27.4436,266,upstream
fire_LC80030532019076LGN00_13_27_patch.tiff,LC80030532019076LGN00,13,27,3528,United States,USA,30.922792,-102.801116,0.007489124,1854.48,1.66089,43.0034,293,upstream
fire_LC80030532019076LGN00_28_23_patch.tiff,LC80030532019076LGN00,28,23,3518,Ecuador,ECU,0.171287,-76.708641,0.007531129,1896.31,1.6015,32.7273,55,upstream
fire_LC80030532019252LGN00_28_23_patch.tiff,LC80030532019252LGN00,28,23,3518,Ecuador,ECU,0.171287,-76.708641,0.007531129,1896.31,1.6015,32.7273,55,upstream
fire_LC80030542019076LGN00_7_28_patch.tiff,LC80030542019076LGN00,7,28,3518,Ecuador,ECU,0.171287,-76.708641,0.007531129,1896.31,1.6015,32.7273,55,upstream
fire_LC80040532019083LGN00_18_25_patch.tiff,LC80040532019083LGN00,18,25,3511,Netherlands,NLD,51.341662,3.776938,0.007594355,1780.85,2.65267,21.6867,249,refinery
fire_LC80040532019083LGN00_18_25_patch.tiff,LC80040532019083LGN00,18,25,3510,Russian Federation,RUS,55.867439,52.277418,0.007598347,1904.97,1.25632,34.902,255,upstream
fire_LC80050682019218LGN00_19_18_patch.tiff,LC80050682019218LGN00,19,18,3785,United States,USA,47.848192,-102.760938,0.006537148,1958.05,1.57233,28.3784,296,upstream
fire_LC80060512019225LGN00_27_22_patch.tiff,LC80060512019225LGN00,27,22,3505,United Kingdom,GBR,56.696909,2.33812,0.00763225,1802.48,1.49828,35.7466,221,upstream
fire_LC80060522019337LGN00_14_8_patch.tiff,LC80060522019337LGN00,14,8,3499,Pakistan,PAK,33.267151,71.309879,0.007650038,1641.3,0.802555,21.0526,285,upstream
fire_LC80060522019337LGN00_14_8_patch.tiff,LC80060522019337LGN00,14,8,3500,United States,USA,28.443134,-99.436442,0.00764722,1947.33,1.47157,33.871,248,upstream
fire_LC80060532019241LGN00_23_2_patch.tiff,LC80060532019241LGN00,23,2,3496,Turkmenistan,TKM,39.409502,62.847448,0.00766398,1817.1,1.60634,30.3109,386,upstream
fire_LC80060552019241LGN00_22_6_patch.tiff,LC80060552019241LGN00,22,6,3492,Russian Federation,RUS,58.578732,73.67285,0.007672786,1947.71,2.32231,37.3288,292,upstream
fire_LC80060552019241LGN00_24_0_patch.tiff,LC80060552019241LGN00,24,0,3483,United States,USA,30.697873,-96.721151,0.007693333,1896.84,1.54788,44.7581,248,upstream
fire_LC80060552019241LGN00_24_0_patch.tiff,LC80060552019241LGN00,24,0,3482,Algeria,DZA,36.679951,3.123102,0.007693392,1815.64,2.15198,27.5148,338,refinery
fire_LC80060562019241LGN00_1_11_patch.tiff,LC80060562019241LGN00,1,11,3492,Russian Federation,RUS,58.578732,73.67285,0.007672786,1947.71,2.32231,37.3288,292,upstream
fire_LC80060562019241LGN00_3_4_patch.tiff,LC80060562019241LGN00,3,4,3483,United States,USA,30.697873,-96.721151,0.007693333,1896.84,1.54788,44.7581,248,upstream
fire_LC80060562019241LGN00_3_4_patch.tiff,LC80060562019241LGN00,3,4,3482,Algeria,DZA,36.679951,3.123102,0.007693392,1815.64,2.15198,27.5148,338,refinery
fire_LC80060562019273LGN00_3_5_patch.tiff,LC80060562019273LGN00,3,5,3483,United States,USA,30.697873,-96.721151,0.007693333,1896.84,1.54788,44.7581,248,upstream
fire_LC80060562019273LGN00_3_5_patch.tiff,LC80060562019273LGN00,3,5,3482,Algeria,DZA,36.679951,3.123102,0.007693392,1815.64,2.15198,27.5148,338,refinery
fire_LC80070532019232LGN00_11_17_patch.tiff,LC80070532019232LGN00,11,17,3486,United States,USA,31.112479,-103.016688,0.007688314,1811.8,2.09641,20.3333,300,upstream
fire_LC80070532019232LGN00_12_19_patch.tiff,LC80070532019232LGN00,12,19,3491,United States,USA,48.081424,-103.161133,0.00767851,1961.44,2.2062,31.9355,310,upstream
fire_LC80070532019232LGN00_14_11_patch.tiff,LC80070532019232LGN00,14,11,3480,United States,USA,32.46128,-101.503645,0.007701581,1878.81,1.55092,14.5763,295,upstream
fire_LC80070532019232LGN00_15_13_patch.tiff,LC80070532019232LGN00,15,13,3481,Russian Federation,RUS,62.49626,113.899288,0.007693568,1736.3,1.42386,44.9735,378,gas
fire_LC80070532019232LGN00_24_24_patch.tiff,LC80070532019232LGN00,24,24,3496,Turkmenistan,TKM,39.409502,62.847448,0.00766398,1817.1,1.60634,30.3109,386,upstream
fire_LC80070562019344LGN00_26_13_patch.tiff,LC80070562019344LGN00,26,13,3790,United States,USA,34.478658,-118.892406,0.006512139,1896.56,1.62683,20.3343,359,upstream
fire_LC80070562019344LGN00_26_13_patch.tiff,LC80070562019344LGN00,26,13,3463,Ukraine,UKR,50.187181,34.779127,0.007775052,1795.29,1.40583,33.8658,313,upstream
fire_LC80080552019239LGN00_4_18_patch.tiff,LC80080552019239LGN00,4,18,3456,United States,USA,31.07161,-103.642548,0.007825099,1809.05,1.7419,24.8148,270,upstream
fire_LC80080552019239LGN00_4_18_patch.tiff,LC80080552019239LGN00,4,18,3457,United States,USA,32.371885,-101.83633,0.007824101,1835.98,2.23337,27.2131,305,upstream
fire_LC80090282019214LGN00_26_6_patch.tiff,LC80090282019214LGN00,26,6,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80090282019342LGN00_26_6_patch.tiff,LC80090282019342LGN00,26,6,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80090292019214LGN00_5_12_patch.tiff,LC80090292019214LGN00,5,12,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80090612019230LGN00_4_16_patch.tiff,LC80090612019230LGN00,4,16,3699,Brazil,BRA,-22.672802,-40.547083,0.006880284,1824.49,3.20055,32.4324,222,upstream
fire_LC80090612019230LGN00_4_19_patch.tiff,LC80090612019230LGN00,4,19,3719,Egypt,EGY,31.461303,31.780861,0.006798155,1539.38,1.08881,64.8649,370,refinery
fire_LC80090612019230LGN00_4_19_patch.tiff,LC80090612019230LGN00,4,19,3712,United States,USA,31.81679,-104.130291,0.006820874,1965.05,2.2591,27.6817,289,upstream
fire_LC80100282019237LGN00_25_22_patch.tiff,LC80100282019237LGN00,25,22,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80100282019253LGN00_25_22_patch.tiff,LC80100282019253LGN00,25,22,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80100292019237LGN00_5_27_patch.tiff,LC80100292019237LGN00,5,27,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80100292019253LGN00_5_27_patch.tiff,LC80100292019253LGN00,5,27,3345,Brazil,BRA,-25.571403,-49.356478,0.008303347,1726.73,1.90712,48.9796,147,refinery
fire_LC80120472019347LGN01_27_23_patch.tiff,LC80120472019347LGN01,27,23,3437,United States,USA,31.266139,-103.087836,0.007894284,1859.58,1.6015,47.079,291,upstream
fire_LC80120482019347LGN01_6_28_patch.tiff,LC80120482019347LGN01,6,28,3437,United States,USA,31.266139,-103.087836,0.007894284,1859.58,1.6015,47.079,291,upstream
fire_LC80130322019242LGN00_11_4_patch.tiff,LC80130322019242LGN00,11,4,3335,United States,USA,31.958215,-103.740149,0.008336751,1915.84,3.97073,32.8413,271,upstream
fire_LC80140322019265LGN00_11_22_patch.tiff,LC80140322019265LGN00,11,22,3333,Egypt,EGY,29.955639,32.531981,0.008353864,1872.62,2.27462,35.5721,402,refinery
fire_LC80140322019265LGN00_11_22_patch.tiff,LC80140322019265LGN00,11,22,3334,United States,USA,31.952373,-103.308624,0.008350253,1914.43,2.10547,37.1528,288,upstream
fire_LC80140322019265LGN00_11_22_patch.tiff,LC80140322019265LGN00,11,22,3335,United States,USA,31.958215,-103.740149,0.008336751,1915.84,3.97073,32.8413,271,upstream
fire_LC80150442019224LGN00_14_7_patch.tiff,LC80150442019224LGN00,14,7,3411,Venezuela,VEN,9.726645,-63.528293,0.007991149,2023.87,1.6015,36.1502,213,upstream
fire_LC80150442019336LGN00_28_22_patch.tiff,LC80150442019336LGN00,28,22,3436,Argentina,ARG,-38.491759,-68.381828,0.00789581,1703.75,2.08338,38.0503,318,upstream
fire_LC80150452019336LGN00_7_27_patch.tiff,LC80150452019336LGN00,7,27,3436,Argentina,ARG,-38.491759,-68.381828,0.00789581,1703.75,2.08338,38.0503,318,upstream
fire_LC80160312019263LGN00_18_4_patch.tiff,LC80160312019263LGN00,18,4,3315,Russian Federation,RUS,52.704233,52.566102,0.008436815,1804.76,1.78319,57.6792,293,upstream
fire_LC80160312019263LGN00_18_4_patch.tiff,LC80160312019263LGN00,18,4,3316,United States,USA,48.196617,-103.872122,0.008434408,1969.31,1.63407,40.5844,308,upstream
fire_LC80170312019254LGN00_14_13_patch.tiff,LC80170312019254LGN00,14,13,3313,United States,USA,29.204681,-97.641086,0.008446473,1937.66,2.08779,52.2088,249,upstream
fire_LC80170322019254LGN00_17_10_patch.tiff,LC80170322019254LGN00,17,10,3305,United States,USA,38.377172,-82.595193,0.008465699,1785.62,1.6015,61.7021,188,refinery
fire_LC80170332019078LGN00_12_17_patch.tiff,LC80170332019078LGN00,12,17,3426,Russian Federation,RUS,66.422833,77.08545,0.007921758,1626.85,1.6015,5.81717,361,gas
fire_LC80180322019341LGN00_24_16_patch.tiff,LC80180322019341LGN00,24,16,3414,Russian Federation,RUS,61.096385,76.089794,0.007982578,1836.4,3.39683,21.4533,289,upstream
fire_LC80180322019341LGN00_29_18_patch.tiff,LC80180322019341LGN00,29,18,3417,United States,USA,48.051246,-102.852872,0.007970426,1911.43,1.5234,37.785,307,upstream
fire_LC80180322019357LGN00_15_20_patch.tiff,LC80180322019357LGN00,15,20,3299,United States,USA,28.669347,-96.958913,0.008489093,1648.32,2.05104,50.8621,232,refinery
fire_LC80180332019085LGN00_23_2_patch.tiff,LC80180332019085LGN00,23,2,3405,United States,USA,31.727907,-102.166422,0.008010727,1810.32,1.48079,12.1622,296,upstream
fire_LC80180332019261LGN00_10_22_patch.tiff,LC80180332019261LGN00,10,22,3416,Russian Federation,RUS,68.628203,80.436312,0.007972275,1738.24,1.55934,28.3753,437,upstream
fire_LC80180332019341LGN00_8_24_patch.tiff,LC80180332019341LGN00,8,24,3417,United States,USA,48.051246,-102.852872,0.007970426,1911.43,1.5234,37.785,307,upstream
fire_LC80180332019341LGN00_10_22_patch.tiff,LC80180332019341LGN00,10,22,3416,Russian Federation,RUS,68.628203,80.436312,0.007972275,1738.24,1.55934,28.3753,437,upstream
fire_LC80200382019259LGN00_21_12_patch.tiff,LC80200382019259LGN00,21,12,3388,Nigeria,NGA,4.128127,8.095722,0.0081095,1689.9,1.6015,15.3846,65,upstream
fire_LC80200382019259LGN00_21_12_patch.tiff,LC80200382019259LGN00,21,12,3390,Canada,CAN,54.929792,-118.344729,0.008104774,1856.64,1.6015,18.429,331,upstream
fire_LC80200382019259LGN00_22_13_patch.tiff,LC80200382019259LGN00,22,13,3392,Vietnam,VNM,9.800402,108.028069,0.008099843,1834.6,1.6015,48.8722,133,upstream
fire_LC80200482019083LGN00_19_8_patch.tiff,LC80200482019083LGN00,19,8,3249,Russian Federation,RUS,60.915166,97.471955,0.008691247,1706.08,1.72678,44.8052,308,upstream
fire_LC80200482019083LGN00_23_15_patch.tiff,LC80200482019083LGN00,23,15,3250,China,CHN,41.051494,83.247303,0.008677246,1819.68,2.17981,49.5495,222,upstream
fire_LC80210412019074LGN00_16_7_patch.tiff,LC80210412019074LGN00,16,7,3351,Vietnam,VNM,7.204808,103.806134,0.008292076,1579.09,0.430457,69.7368,152,upstream
fire_LC80210412019250LGN00_3_19_patch.tiff,LC80210412019250LGN00,3,19,3362,United States,USA,33.12333,-102.999124,0.008243996,1871.66,2.16431,32.1033,271,upstream
fire_LC80210472019074LGN00_5_4_patch.tiff,LC80210472019074LGN00,5,4,3241,Russian Federation,RUS,60.886257,76.871844,0.008709769,1745.31,1.21368,56.1538,260,upstream
fire_LC80210472019074LGN00_5_4_patch.tiff,LC80210472019074LGN00,5,4,3240,United States,USA,28.407477,-99.750036,0.008711765,1907.36,2.70676,30.0,250,upstream
fire_LC80210472019074LGN00_5_5_patch.tiff,LC80210472019074LGN00,5,5,3245,Russian Federation,RUS,51.607027,46.389016,0.008705102,1778.8,0.820002,63.0037,273,upstream
fire_LC80210472019074LGN00_7_3_patch.tiff,LC80210472019074LGN00,7,3,3237,Russian Federation,RUS,60.955635,76.314272,0.008723888,1890.76,1.74656,52.9412,238,upstream
fire_LC80210472019090LGN00_5_5_patch.tiff,LC80210472019090LGN00,5,5,3245,Russian Federation,RUS,51.607027,46.389016,0.008705102,1778.8,0.820002,63.0037,273,upstream
fire_LC80210472019090LGN00_5_5_patch.tiff,LC80210472019090LGN00,5,5,3241,Russian Federation,RUS,60.886257,76.871844,0.008709769,1745.31,1.21368,56.1538,260,upstream
fire_LC80210472019090LGN00_5_5_patch.tiff,LC80210472019090LGN00,5,5,3240,United States,USA,28.407477,-99.750036,0.008711765,1907.36,2.70676,30.0,250,upstream
fire_LC80210472019090LGN00_6_6_patch.tiff,LC80210472019090LGN00,6,6,3246,Russian Federation,RUS,62.463875,80.347899,0.008702401,1821.83,3.24493,38.247,251,upstream
